CommectIds,Comments
USCG-2003-14273-0023,
USCG-2003-14273-0045,
USCG-2003-14273-0018,
EERE-2014-BT-STD-0045-0003,See Attached
EERE-2014-BT-STD-0045-0002,See Attached
EERE-2014-BT-STD-0045-0005,See Attached
EERE-2014-BT-STD-0045-0004,See Attached
EERE-2014-BT-STD-0045-0007,See Attached
EERE-2014-BT-STD-0045-0011,See Attached
EERE-2014-BT-STD-0045-0014,See Attached
EERE-2014-BT-STD-0045-0009,See Attached
EERE-2014-BT-STD-0045-0012,See Attached
EERE-2014-BT-STD-0045-0008,See attached comment(s)
EERE-2014-BT-STD-0045-0013,See Attached
EERE-2014-BT-STD-0045-0010,See Attached
USCG-1998-3423-0068,
USCG-1998-3423-0058,
USCG-1998-3423-0060,
USCG-1998-3423-0063,
USCG-1998-3423-0062,
USCG-1998-3423-0087,
USCG-1998-3423-0031,
USCG-1998-3423-0015,
USCG-1998-3423-0040,
USCG-1998-3423-0027,
USCG-1998-3423-0025,
USCG-1998-3423-0053,
USCG-1998-3423-0052,
USCG-1998-3423-0049,
USCG-1998-3423-0028,
USCG-1998-3423-0019,
USCG-1998-3423-0021,
USCG-1998-3423-0077,
USCG-1998-3423-0079,
USCG-1998-3423-0061,
USCG-1998-3423-0099,
USCG-1998-3423-0035,
USCG-1998-3423-0024,
USCG-1998-3423-0100,
USCG-1998-3423-0095,
BOR-2008-0002-0006,See attached comments.  Pleace contact me if you need more information.
BOR-2008-0002-0007,Please see attached letter.
BOR-2008-0002-0004,"January 7, 2009<br/><br/>Ms. Avra Morgan, Mail Code 84-52000<br/>Reclamation of Reclamation<br/>Denver Federal Center<br/>P.O. Box 25007<br/>Building 67<br/>Denver, CO 80225<br/><br/>Re:<span style='padding-left: 30px'></span>Comments on Rural Water Supply Program Interim Final Rule<br/><span style='padding-left: 30px'></span>OMB #1006-AA54<br/><br/>Dear Ms. Morgan:<br/><br/>Thank you for the opportunity to comment on the above referenced rule.  This <br/>important rule will help the Bureau of Reclamation assist and oversee the proper <br/>planning and implementation of rural water projects.  These projects are needed to <br/>deliver adequate and safe drinking water to many in the arid Western US who <br/>currently do not have this basic necessity of life.  We generally support the <br/>provisions within the rule, but there are a few parts we would like to comment on.  <br/>We have organized our comments to follow the format of the Interim Rule.<br/><br/>43 CFR Parts 404.4(c), 404.44(c)(10), and 404.49(d)(8)<br/>We are concerned about the requirement in these sections that the project, &ldquo;&hellip;. <br/>generate national net economic benefits as required under the Economic <br/>Principles and Guidelines for Water and Related Land Resources&hellip;&rdquo;.  As <br/>discussed with the Overview of the rule, &ldquo;Current data indicate that millions of <br/>Americans still live without safe drinking water, a basic necessity of life.&rdquo;  It is true <br/>that most of the rural water supply projects are needed to protect and insure the <br/>public health and safety of US citizens.<br/>  <br/>We believe that the need to adequately address human health and safety issues <br/>exceeds the strict economic cost/benefit analysis that may be used for a purely <br/>economics driven project such as a crop irrigation project, for example.  We <br/>suggest that the requirement be changed to require that the project sponsor <br/>demonstrate to Reclamation that the proposed project is the most economically <br/>effective approach for meeting the public&rsquo;s health and safety needs.<br/><br/>43 CFR Part 404.13<br/>We agree with the overall set of criteria that have been developed in this part to <br/>prioritize Reclamation funding for projects.  However, we feel that the degree to <br/>which a project addresses public health and safety issues should be weighted <br/>higher than the other criteria within this rule.<br/><br/>43 CFR Part 404.36<br/>There are several existing rural water entities which are not yet authorized by <br/>Congress but have been actively planning their rural water projects.  We are aware <br/>of at least one project that has completed significant planning efforts since the <br/>passage of the Rural Water Supply Act in 2006.  This project has completed its <br/>Appraisal Report with the best intent of meeting all the requirements outlined in <br/>the 2006 Act.  The project sponsor submitted the Appraisal Report to Reclamation <br/>in October 2007, but Reclamation has been unable to review it until their program <br/>and this Rule were finalized.  This project has also initiated efforts on its <br/>Feasibility Report.  <br/><br/>We feel that at a minimum Reclamation should be willing to reimburse 50 percent <br/>of the planning work that has yet to be completed at the time of the funding <br/>application.  This is with the understanding that the final report needs to meet the <br/>requirements of the Rule.  We would also like Reclamation to consider <br/>reimbursement of planning work that has already been completed since December <br/>2006, if the intent of the project sponsor was to meet the requirements of the Rural <br/>Water Supply Act and the final reports meet the requirements of this Rule.  We <br/>feel these reimbursements are necessary to be fair to project sponsors who have <br/>elected to be proactive with their projects and not wait until Reclamation <br/>established its program to administer the Act. <br/><br/>43 CFR Part 404.43<br/>The proposed schedule for Appraisal Report reviews is reasonable.  However, we <br/>request that the review be expedited of Appraisal Reports that have already been <br/>submitted to Reclamation, if possible.  These reports have been awaiting the <br/>implementation of this Rule in order for Reclamation to formally review them.  As <br/>discussed above, certain projects have been awaiting review of their Appraisal <br/>Report and are interested in funding assistance for their Feasibility Report.  Since <br/>Reclamation requires that the Appraisal Report be reviewed and approved prior to <br/>releasing funds for the Feasibility Report, this process will limit the ability of these <br/>project sponsors from realizing the benefits of the program because they have <br/>elected to be proactive with planning efforts.  The degree to which Reclamation <br/>can expedite review of already submitted Appraisal reports will help limit this <br/>impact to entities eligibility for Feasibility Report funding. <br/><br/>Thank you for your consideration of our comments.  If you have any questions, <br/>please contact me at my office. <br/><br/>Sincerely,<br/><br/>Great West Engineering, Inc.<br/><br/>Robert Church, PE<br/>Principal<br/><br/>Dave Aune, PE<br/>Principal<br/>"
